course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_score_mean,gem_score_median,gem_score_mode,gem_score_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_score,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2023
VIROLOGY 202,Proposal Writing 001,Jiang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2679a3caba3e817ae6492b13b1ef9c8941371b1507ba6e555a6eccc347c73b7712c135395bf8e31d7e0c46d79ad365c0&ReportType=2&regl=en-US,FAS-117649-2228-1-1-001,FAS-117649-2228-1-1-001(Jiang),7.0,9.0,4.43,5.0,5.0,0.7282884321503675,5.0,5.0,5.0,0.0,5.33,5.0,5.0,1.37,4.4,4.0,4.0,0.55,0.385725,0.36755,0.7351,0.5283125802969298,0.0,0.0,0.0,0.0,"Virology 202 hits the ground running! Come to the first class with a strong topic and stay on top of the deadlines, as it's fast paced. My writing skills have significantly improved and I feel very prepared for the PQE. Also, be open to peer and instructor feedback because everyone's goal is to help you improve.",0.9358,Just do whatever they tell you or your grade will be lowered,-0.128,,0.0,117649,Primarily for Graduate Students,Medical Sciences,Virology,,None,,Lecture,Proposal Writing
VIROLOGY 202,Proposal Writing 001,Nibert,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fbc79229c2b81f7e47223a157f4c3f13d6fd8722e89f45589c89e6b9f99989c4db7fc1a5e861954ea0de26d7fdc5fb6b&ReportType=2&regl=en-US,FAS-117649-2228-1-1-001,FAS-117649-2228-1-1-001(Nibert),7.0,9.0,4.43,5.0,5.0,0.7282884321503675,5.0,5.0,5.0,0.0,5.33,5.0,5.0,1.37,4.4,4.0,4.0,0.55,0.385725,0.36755,0.7351,0.5283125802969298,0.0,0.0,0.0,0.0,"Virology 202 hits the ground running! Come to the first class with a strong topic and stay on top of the deadlines, as it's fast paced. My writing skills have significantly improved and I feel very prepared for the PQE. Also, be open to peer and instructor feedback because everyone's goal is to help you improve.",0.9358,Just do whatever they tell you or your grade will be lowered,-0.128,,0.0,117649,Primarily for Graduate Students,Medical Sciences,Virology,,None,,Lecture,Proposal Writing
VIROLOGY 202,Proposal Writing 001,Rouskin,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4516f7567d464b96087af8dcf4d7eb99c8e623e5a79a5403615d029d654d0ade7627f0bbc8ecf449ea091f020b6b5d25&ReportType=2&regl=en-US,FAS-117649-2228-1-1-001,FAS-117649-2228-1-1-001(Rouskin),7.0,9.0,4.43,5.0,5.0,0.7282884321503675,5.0,5.0,5.0,0.0,5.33,5.0,5.0,1.37,4.4,4.0,4.0,0.55,0.385725,0.36755,0.7351,0.5283125802969298,0.0,0.0,0.0,0.0,"Virology 202 hits the ground running! Come to the first class with a strong topic and stay on top of the deadlines, as it's fast paced. My writing skills have significantly improved and I feel very prepared for the PQE. Also, be open to peer and instructor feedback because everyone's goal is to help you improve.",0.9358,Just do whatever they tell you or your grade will be lowered,-0.128,,0.0,117649,Primarily for Graduate Students,Medical Sciences,Virology,,None,,Lecture,Proposal Writing
MEDVLSTD 107,Authority and Invention: Medieval Art and Architecture 001,Smith,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=02dd630fba199741db1a8a0f1127ba47dc57e1d9a2fc9f983e75664c483dc0dda162ab6fb3e5330a850b14b4529a27da&ReportType=2&regl=en-US,FAS-118135-2228-1-1-001,FAS-118135-2228-1-1-001(Smith),8.0,13.0,4.0,4.0,5.0,1.1268988375621878,4.38,5.0,5.0,1.3385376977570829,3.88,4.0,4.0,0.99,3.75,4.0,5.0,1.49,0.3675,0.62635,-0.8537,0.6683773814245961,0.0,0.0,0.0,0.0,"If you are interested in architecture, religion, or medieval history you should take this course. The professor has a great pedagogy that involves some level of memorization, which is easy if you do a little bit each week, and not cram the day before the exam. But once you have the memorization down you will really begin to understand how to look at a building. Aside from that you gain a great knowledge of what influences architecture and what its meaning is, the interplay with history, theology, and other factors. Truly an excellent course, and it counts for history concentration credit.",0.9833,"I truly believe the content makes for a very promising and robust course, but it is in deeply unsuitable hands. Professor Smith does not make a welcoming environment for students; in fact it is more hostile and unsafe than anything else, as she is genuinely rude and unreasonably curt in her written feedback and is quick to shut down opinions in discussions that might not align with her own. She shows clear favorites among the class and looks down mockingly and resentfully at the students who struggle a bit more with the material, never offering to actually help in any way. Finally, she cannot tell the difference between her Asian students and I honestly felt so bad watching her read a Chinese student’s name on the board and then look around for the nearest Asian person instead of even trying to get to know her students. This professor singlehandedly genuinely made studying architecture incredibly unpleasant for me.",-0.8537,,0.0,,,,,,,,,
MEDVLSTD 117,"English Legal History, 600-1600 001",Donahue,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cfeb9fb6e82c4eef7aeaafed34c82bd41bab12fe3daf6a6cd0b828fbde531376dad346008d90ae151d3cbe444b6cc4d4&ReportType=2&regl=en-US,FAS-142694-2228-1-1-001,FAS-142694-2228-1-1-001(Donahue),7.0,9.0,4.0,4.0,3.0,0.8206518066482897,4.4,5.0,5.0,0.8040302522073697,6.83,6.5,5.0,1.94,3.17,3.0,2.0,1.17,0.5628,0.4215,0.4118,0.3090949045196313,0.0,0.0,0.0,0.0,"This course attracts a significant number of very conservative Christian undergraduates. They are generally nice but I didn't always have the best experiences with some of them outside of class, including being told that I was ""morally debased"" at a party by one classmate while another nodded along. This greatly diminished my experience in class and negatively affected my ability to learn in lectures and sections. Professor Donahue and Max, the TF, are opposed to such views and are excellent and compassionate teachers. That said, future students should know this class seems to attract students that hold views the larger Harvard community finds abhorrent. This was my favorite course until the party incident. I end the semester with it being my least favorite class in my four years at Harvard. Nonetheless, if you have thick skin I highly recommend taking this course. The course material and teachers are excellent and I've grown greatly from this course. I hope what happened to me does not happen to you and that you strongly consider taking this course while considering my reservations. If you believe you wouldn't be able to learn in a fabulous class that also attracts bigots, I recommend not taking this course. That would be a loss though, as the underlying course is excellent.",0.9965,,0.0,,0.0,142694,For Undergraduate and Graduate Students,Medieval Studies,Medieval Studies,,Social Sciences,,Lecture,"English Legal History, 600-1600"
MBB 980N,Neuroaesthetics 001,Etcoff,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5446cc24b5cac669d50dfba979a5c1b96b4dc2362b63991d63459570907c170d42248b664e2931a5c6cbf2b10226ac4c&ReportType=2&regl=en-US,FAS-161267-2228-1-1-001,FAS-161267-2228-1-1-001(Etcoff),12.0,16.0,4.83,5.0,5.0,0.3775251680686369,4.92,5.0,5.0,0.2726599243442907,3.08,3.0,2.0,1.16,5.0,5.0,5.0,0.0,0.7445,0.9019,0.0,0.3640812775558044,0.2857142857142857,0.0,0.0,0.4879500364742666,"This is one of my favorite classes I've ever taken at Harvard! Dr. Etcoff is a leader in her field but she's super humble and down to earth. She seems to genuinely enjoy facilitating student discussions and can speak on a wide variety of topics. If you have any interest at all in neuroscience, art, architecture, fashion, medicine or just hope to gain a more emotionally informed life perspective you'll definitely enjoy this class.",0.9875,,0.0,"This class is a gem — fascinating topics, wonderful instructor. Coming to class every Thursday brightened up my whole week. If you have the opportunity to take this course, please enroll!",0.9402,161267,Primarily for Undergraduate Students,"Mind, Brain & Behavior","Mind, Brain & Behavior",,Social Sciences,,Seminar,Neuroaesthetics
MBB 980P,The Role of Music in Health and Education 1,Wong,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dca41e1ab5d029156be7a3f05952cececb47692f36e29fbc76cda37ee205c97f8860309901533b25c193484994b70089&ReportType=2&regl=en-US,FAS-205158-2228-1-1-1,FAS-205158-2228-1-1-1(Wong),12.0,13.0,5.0,5.0,5.0,0.0,4.82,5.0,5.0,0.3861229196653691,3.09,3.0,3.0,1.45,4.91,5.0,5.0,0.3,0.90125,0.93875,0.6369,0.108621946319435,0.0,0.0,0.0,0.0,"This course is super fun and really fascinating! The seminar formatting makes it a lot easier to get to know one another in the class, and discussions are always really interesting to listen to and participate in. Regarding workload, there are two relatively informal presentations and a final paper, in addition to short weekly discussions, so it's definitely very manageable. All of the guest speakers (and the teaching staff) are truly wonderful as well! If you have any interest in music, science, and/or healthcare, I'd definitely recommend this course :)",0.9902,,0.0,,0.0,205158,Primarily for Undergraduate Students,"Mind, Brain & Behavior","Mind, Brain & Behavior",,Social Sciences,,Seminar,The Role of Music in Health and Education
MBB 980R,"Psychopaths and Psychopathy: Psychological, Neuroscientific, Legal, and Policy Issues 1",Fersch,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0d9adac7f2e64c4c91fec84fe2418293437a988d91186a6797cc81912d10bf61a8ff465b4bb2bb0239e78a1d22ccb3fd&ReportType=2&regl=en-US,FAS-207090-2228-1-1-1,FAS-207090-2228-1-1-1(Fersch),15.0,15.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,2.62,2.0,2.0,1.19,5.0,5.0,5.0,0.0,0.8457083333333333,0.8871,0.7974,0.1301906675773745,0.0833333333333333,0.0,0.0,0.2886751345948128,"This class was great. The topic is a really interesting one, and you get room to explore whatever aspects of psychopathy you find interesting as well as become interested in new aspects (biological, social, behavioral, legal, etc).  The class is also extremely non–stressful––the work each week is reading 2–3 papers and writing a one paragraph discussion post, and then there is a short case study of a psychopath and a final paper on any topic. It's really more about the class discussions than any assessments/grades. The class discussions are usually on interesting topics, and the professor is amazing and hilarious.",0.9747,,0.0,"This course is so interesting. I liked how well the topic connects with the philosophy of responsibility and real–life situations. It definitely is a gem, and I could not recommend it enough! The assignments are really fun too!",0.9251,207090,Primarily for Undergraduate Students,"Mind, Brain & Behavior","Mind, Brain & Behavior",,Social Sciences,,Seminar,"Psychopaths and Psychopathy: Psychological, Neuroscientific, Legal, and Policy Issues"
MBB 980R,"Psychopaths and Psychopathy: Psychological, Neuroscientific, Legal, and Policy Issues 1",McNally,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=99d3d966bb15814fa68c91eec0fe8f2758906e5f87481529c561ed45febfa4e0539c88f13ec589a120cea47f7cb865d8&ReportType=2&regl=en-US,FAS-207090-2228-1-1-1,FAS-207090-2228-1-1-1(McNally),15.0,15.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,2.62,2.0,2.0,1.19,5.0,5.0,5.0,0.0,0.8457083333333333,0.8871,0.7974,0.1301906675773745,0.0833333333333333,0.0,0.0,0.2886751345948128,"This class was great. The topic is a really interesting one, and you get room to explore whatever aspects of psychopathy you find interesting as well as become interested in new aspects (biological, social, behavioral, legal, etc).  The class is also extremely non–stressful––the work each week is reading 2–3 papers and writing a one paragraph discussion post, and then there is a short case study of a psychopath and a final paper on any topic. It's really more about the class discussions than any assessments/grades. The class discussions are usually on interesting topics, and the professor is amazing and hilarious.",0.9747,,0.0,"This course is so interesting. I liked how well the topic connects with the philosophy of responsibility and real–life situations. It definitely is a gem, and I could not recommend it enough! The assignments are really fun too!",0.9251,207090,Primarily for Undergraduate Students,"Mind, Brain & Behavior","Mind, Brain & Behavior",,Social Sciences,,Seminar,"Psychopaths and Psychopathy: Psychological, Neuroscientific, Legal, and Policy Issues"
MBB 980S,Cognitive Neuroscience of Meditation 001,Ferguson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4a3b45bcd452f8eb775c91bab7a6b68946842aee38b2e9007e886462fe292ec228c66b2ee3764e68d6a5ac88c2ffaaab&ReportType=2&regl=en-US,FAS-207091-2228-1-1-001,FAS-207091-2228-1-1-001(Ferguson),13.0,15.0,4.85,5.0,5.0,0.5453198486885814,4.92,5.0,5.0,0.2726599243442907,3.92,4.0,3.0,1.38,4.69,5.0,5.0,0.63,0.8405714285714285,0.9574,0.7351,0.2374926294595667,0.0,0.0,0.0,0.0,"TAKE THIS CLASS!! It's literally so good!! You connect with the students and professor on such a deep level in this setting. The papers are fascinating, the material is accessible, and by the end of the class, you'll be convinced that meditation is the answer to so many problems. We got to start class with a short meditation, then informally discuss the readings + add in our own philosophies on things. I'm not very neuro–experienced, but I had a great time steering the conversation to more philosophical places instead or just learning from others. And the only big assignment is a paper at the end.Michael is unbelievably amazing. Everyone in our class loved him. He and the TFs did everything in their power to construct the most beautiful, accepting, and flexible space for all of us.As a South Asian, I think this course was done really well in terms of treating South Asian culture properly. Nothing felt patronizing, offensive, exoticizing, etc. It was honestly such a beautiful opportunity for me to finally get to learn about something so near and dear to my culture in a proper academic setting. We need more classes like this.This class will be your favorite class of the week, and you'll be sad it only meets once a week because waiting for the next class period is no fun.Workload is super reasonable! It's really what you make of it–– you can get by with skimming the papers, but if you have the capacity in your schedule to read them a bit thoroughly, really engage on the discussion boards, etc., you'll find this stuff so much more fascinating.Again, just please take this class, ESPECIALLY if Michael is the one teaching it again. I think Dr. Lazar isn't as laid back, so apply what I've said there^^ to if *Michael* is teaching the class.",0.9975,,0.0,,0.0,207091,Primarily for Undergraduate Students,"Mind, Brain & Behavior","Mind, Brain & Behavior",,Science & Engineering & Applied Science,,Seminar,Cognitive Neuroscience of Meditation
MBB 980S,Cognitive Neuroscience of Meditation 001,Lazar,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a0a279d8812cdb6414d5549312c4a89968be308de65f6c60c4ec30530234e2d355aee631114e25c68e4b9f9b6c38bc87&ReportType=2&regl=en-US,FAS-207091-2228-1-1-001,FAS-207091-2228-1-1-001(Lazar),13.0,15.0,4.85,5.0,5.0,0.5453198486885814,4.0,4.0,4.0,0.0,3.92,4.0,3.0,1.38,4.69,5.0,5.0,0.63,0.8405714285714285,0.9574,0.7351,0.2374926294595667,0.0,0.0,0.0,0.0,"TAKE THIS CLASS!! It's literally so good!! You connect with the students and professor on such a deep level in this setting. The papers are fascinating, the material is accessible, and by the end of the class, you'll be convinced that meditation is the answer to so many problems. We got to start class with a short meditation, then informally discuss the readings + add in our own philosophies on things. I'm not very neuro–experienced, but I had a great time steering the conversation to more philosophical places instead or just learning from others. And the only big assignment is a paper at the end.Michael is unbelievably amazing. Everyone in our class loved him. He and the TFs did everything in their power to construct the most beautiful, accepting, and flexible space for all of us.As a South Asian, I think this course was done really well in terms of treating South Asian culture properly. Nothing felt patronizing, offensive, exoticizing, etc. It was honestly such a beautiful opportunity for me to finally get to learn about something so near and dear to my culture in a proper academic setting. We need more classes like this.This class will be your favorite class of the week, and you'll be sad it only meets once a week because waiting for the next class period is no fun.Workload is super reasonable! It's really what you make of it–– you can get by with skimming the papers, but if you have the capacity in your schedule to read them a bit thoroughly, really engage on the discussion boards, etc., you'll find this stuff so much more fascinating.Again, just please take this class, ESPECIALLY if Michael is the one teaching it again. I think Dr. Lazar isn't as laid back, so apply what I've said there^^ to if *Michael* is teaching the class.",0.9975,,0.0,,0.0,207091,Primarily for Undergraduate Students,"Mind, Brain & Behavior","Mind, Brain & Behavior",,Science & Engineering & Applied Science,,Seminar,Cognitive Neuroscience of Meditation
LIFESCI 1A,"An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology 001",Gaudet,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=61afc714741378b34d48a2d074fb0c8e1568085d3d4c67c4bf54e4bc2defcaef5791bd720d47a906cfa4fe9a5f6e844b&ReportType=2&regl=en-US,FAS-121189-2228-1-1-001,FAS-121189-2228-1-1-001(Gaudet),278.0,302.0,3.52,4.0,4.0,1.0490977364412053,3.3,3.0,3.0,1.2018504251546631,8.71,8.0,8.0,3.87,3.63,4.0,4.0,0.98,0.483480606060606,0.6408,0.0,0.5007784539968102,0.006060606060606,0.0,0.0,0.0778498944161523,"LS1A is a lot and moves quickly. It is VERY important to stay on top of your work, and if you do, you can succeed. For context, I came in mainly having done research and science competitions in high school and also did well in the class so that is the perspective from which I'm providing advice. The first half of the class is chemistry so it is a lot more chemistry than the name implies. Also, there is an emphasis on applying the material as opposed to memorizing it. Also, it's a requirement so here's an objective review on what you can do to succeed in the course.There are a lot of moving parts to this course, so you need to stay on top of it.Problem Sets – Only piece of advice is to go do Psets in Sien's office hours or SSN. You can finish the entire thing and probably get 100% on all of the psets. Just go to Sien's office hours or SSN and start and finish. There is no need to sit by yourself and struggle over your upset with these resources. Office Hours – Go to Sien and Rebecca's office hours. They care so much about making sure you actually know the material and your wellbeing. Going to their office hours once will help clarify everything (I mean it) that you are confused about. On weeks you have lab assignments, you can often knock out the lab assignment and Pset before the weekend.Learning Pods – Read the textbook and stay ON TOP OF IT (taking notes) throughout the entire semester. I think this was the biggest differentiator between people who did relatively well and people who were stressing every time the finals rolled around. Learning pod videos are essentially a duplicate of the textbook material and so is lecture so you don't really need to pay attention. Lectures are meant to be supplementary (not where you learn the material) and just skip through the learning pod videos to the quiz unless you are confused by something in the textbook. Then it's nice to go back and watch the videos, but ONLY IF YOU ARE CONFUSED. Otherwise, it's a waste of time.Lectures – Lectures are often repeats of the textbook/learning pods but sometimes its nice to pay attention when they give out Pset help. Otherwise, do something more productive during lecture.PIEs – You have to learn how to take PIEs. Each question is trying to test you on a certain topic and if you can figure it out you'll be able to do it (aka do not overthink the problems). They are lowkey stressful because they are biweekly and they can be a lot when you have two of them sandwiched with a midterm. Do the practice PIE questions and take good notes because they are open notes. Also, in the grand scheme of things, each PIE is not worth that much (2%) and you do get a drop. Make sure you are careful and take it with a calm mind.Midterms – Midterms are very fair. There aren't any curveball questions and it feels like a longer PIE. The best studying you can do is to make a good cheat sheet by reviewing the labs, problem sets, section handouts, and your notes (they don't give practice midterms which is weird). Be aware though that they are pretty brutal with partial credit. It's also good to make your midterm cheat sheets online so that for future midterms your life is much easier. Final – They give you a practice final and I thought it was similar to the midterms in terms of fairness and what they expect you to know. Many questions are similar to the practice final.Section – If you read the textbook, then section might not be the most helpful but it's helpful to have a section leader who is good with grading because they are the ones who grade all of your assignments. Additionally, the handouts are useful because they often provide concise summaries. The most important thing with this course is to not drown in the details and section handouts help distill the core information and the broader patterns that LS1A wants you to know. It's super important to develop a sense of what these broader patterns that they are testing you on are.A dark side of LS1A is that they curve and sometimes this can mean down. In the past when there were no midterms and only open note PIEs, the cutoff for an A was between a 95 and 97 depending on who you ask. I don't know how midterms will factor into this (overall the midterm grades helped even out the distribution and I think will help the curve) but if you want a good grade, just follow the above advice and you'll be able to get an A. Just figure out how the course works and you will do well. Overall, I do think it is a good intro to bio and chem, it's just a lot",0.9976,"This class was very hard. I took AP Biology and Honors Chemistry in high school but was not prepared for the material we learned in this class. I also took time–consuming classes alongside it (a gem gen–ed Race and Justice,  Math 22a, CS50) so I never had enough time to fully learn all of the information so if you have a lighter course load than this class may be easier for you, though most of my friends did not like this class. I feel like lectures were not helpful and I had to heavily depend on section to learn the material. Watch the learning pods and take notes from them if you have time. PIEs killed me in terms of time limit, you  have 40 minutes and as someone who takes a bit longer to process questions it was really hard to complete the quiz as thoroughly as I wanted to. Also the graders are harsh with the points and sometimes take off a lot of points for small mistakes. I honestly wish I took LPS–A instead even though I am a premed with AP science background because this class made me hate science and will not be good for my gpa.",-0.8928,,0.0,121189,Primarily for Undergraduate Students,Molecular & Cellular Biology,Life Sciences,,Science & Engineering & Applied Science,,Lecture,"An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology"
